Team,Season,MeanEntropy,League
Real Madrid CF,2012/2013,0.7680208653,Spain LIGA BBVA
Real Madrid CF,2008/2009,0.932917850992,Spain LIGA BBVA
Real Madrid CF,2010/2011,0.768360718864,Spain LIGA BBVA
Real Madrid CF,2014/2015,0.680268129312,Spain LIGA BBVA
Real Madrid CF,2009/2010,0.791027916738,Spain LIGA BBVA
FC Barcelona,2011/2012,0.633426799975,Spain LIGA BBVA
FC Barcelona,2013/2014,0.673565166425,Spain LIGA BBVA
FC Barcelona,2015/2016,0.637001475155,Spain LIGA BBVA
FC Barcelona,2012/2013,0.705304203628,Spain LIGA BBVA
FC Barcelona,2008/2009,0.846811084758,Spain LIGA BBVA
FC Barcelona,2010/2011,0.714678602779,Spain LIGA BBVA
FC Barcelona,2014/2015,0.653760290192,Spain LIGA BBVA
FC Barcelona,2009/2010,0.743382890072,Spain LIGA BBVA
Athletic Club de Bilbao,2011/2012,0.986315371989,Spain LIGA BBVA
Athletic Club de Bilbao,2013/2014,0.98379366389,Spain LIGA BBVA
Athletic Club de Bilbao,2015/2016,0.97398164308,Spain LIGA BBVA
Athletic Club de Bilbao,2012/2013,1.01079422933,Spain LIGA BBVA
Athletic Club de Bilbao,2008/2009,1.02865539172,Spain LIGA BBVA
Athletic Club de Bilbao,2010/2011,1.01666012465,Spain LIGA BBVA
Athletic Club de Bilbao,2014/2015,0.9844359897,Spain LIGA BBVA
Athletic Club de Bilbao,2009/2010,1.01878883116,Spain LIGA BBVA
Córdoba CF,2014/2015,0.922285832172,Spain LIGA BBVA
RCD Mallorca,2011/2012,0.999178910129,Spain LIGA BBVA
RCD Mallorca,2010/2011,1.01187192221,Spain LIGA BBVA
RCD Mallorca,2012/2013,1.00343470573,Spain LIGA BBVA
RCD Mallorca,2009/2010,1.00978387438,Spain LIGA BBVA
RCD Mallorca,2008/2009,1.03147812599,Spain LIGA BBVA
KSV Cercle Brugge,2011/2012,1.02761648387,Belgium Jupiler League
KSV Cercle Brugge,2012/2013,1.02826998954,Belgium Jupiler League
KSV Cercle Brugge,2008/2009,1.01551402385,Belgium Jupiler League
KSV Cercle Brugge,2010/2011,1.01682652564,Belgium Jupiler League
KSV Cercle Brugge,2014/2015,0.973126907017,Belgium Jupiler League
KSV Cercle Brugge,2009/2010,1.02956705683,Belgium Jupiler League
Standard de Liège,2011/2012,0.98400958561,Belgium Jupiler League
Standard de Liège,2015/2016,1.01266688573,Belgium Jupiler League
Standard de Liège,2012/2013,0.990436928488,Belgium Jupiler League
Standard de Liège,2008/2009,0.911462061092,Belgium Jupiler League
Standard de Liège,2010/2011,0.995458961371,Belgium Jupiler League
Standard de Liège,2014/2015,0.99474852889,Belgium Jupiler League
Standard de Liège,2009/2010,0.970366928721,Belgium Jupiler League
Sporting Charleroi,2015/2016,1.03219772028,Belgium Jupiler League
Sporting Charleroi,2012/2013,0.985187184671,Belgium Jupiler League
Sporting Charleroi,2008/2009,1.01778459842,Belgium Jupiler League
Sporting Charleroi,2010/2011,0.983673479861,Belgium Jupiler League
Sporting Charleroi,2014/2015,1.02912216774,Belgium Jupiler League
Sporting Charleroi,2009/2010,1.01549583467,Belgium Jupiler League
KRC Genk,2011/2012,1.00111551613,Belgium Jupiler League
KRC Genk,2015/2016,1.02136096715,Belgium Jupiler League
KRC Genk,2012/2013,1.00956124857,Belgium Jupiler League
KRC Genk,2008/2009,0.991615757206,Belgium Jupiler League
KRC Genk,2010/2011,0.980404351439,Belgium Jupiler League
KRC Genk,2014/2015,1.03346803768,Belgium Jupiler League
KRC Genk,2009/2010,1.03570474216,Belgium Jupiler League
Lierse SK,2011/2012,0.994234270672,Belgium Jupiler League
Lierse SK,2014/2015,0.9666704603,Belgium Jupiler League
Lierse SK,2010/2011,0.989390851999,Belgium Jupiler League
Lierse SK,2012/2013,0.994919319238,Belgium Jupiler League
KAA Gent,2011/2012,0.973337405997,Belgium Jupiler League
KAA Gent,2015/2016,0.958627939649,Belgium Jupiler League
KAA Gent,2012/2013,0.996607091319,Belgium Jupiler League
KAA Gent,2008/2009,1.00014098052,Belgium Jupiler League
KAA Gent,2010/2011,1.00008976621,Belgium Jupiler League
KAA Gent,2014/2015,0.99936321242,Belgium Jupiler League
KAA Gent,2009/2010,1.00679445627,Belgium Jupiler League
Beerschot AC,2011/2012,1.01162077152,Belgium Jupiler League
Beerschot AC,2010/2011,1.0312704722,Belgium Jupiler League
Beerschot AC,2012/2013,1.0025043963,Belgium Jupiler League
Beerschot AC,2009/2010,1.02002778155,Belgium Jupiler League
Beerschot AC,2008/2009,1.03597383983,Belgium Jupiler League
Sporting Lokeren,2011/2012,1.02579840835,Belgium Jupiler League
Sporting Lokeren,2015/2016,1.02651662789,Belgium Jupiler League
Sporting Lokeren,2012/2013,1.0309057091,Belgium Jupiler League
Sporting Lokeren,2008/2009,1.03586788933,Belgium Jupiler League
Sporting Lokeren,2010/2011,1.02655990908,Belgium Jupiler League
Sporting Lokeren,2014/2015,1.01929930366,Belgium Jupiler League
Sporting Lokeren,2009/2010,1.01765345951,Belgium Jupiler League
FCV Dender EH,2008/2009,0.982579148486,Belgium Jupiler League
Royal Excel Mouscron,2008/2009,1.02560554582,Belgium Jupiler League
Sint-Truidense VV,2011/2012,0.969731335524,Belgium Jupiler League
Sint-Truidense VV,2010/2011,1.01361452991,Belgium Jupiler League
Sint-Truidense VV,2015/2016,0.997269303328,Belgium Jupiler League
Sint-Truidense VV,2009/2010,1.01775053265,Belgium Jupiler League
RAEC Mons,2011/2012,1.02075187916,Belgium Jupiler League
RAEC Mons,2012/2013,1.02007442712,Belgium Jupiler League
RAEC Mons,2008/2009,0.999347261097,Belgium Jupiler League
KSV Roeselare,2009/2010,0.946932085862,Belgium Jupiler League
KSV Roeselare,2008/2009,0.979304865513,Belgium Jupiler League
KV Mechelen,2011/2012,1.03117102654,Belgium Jupiler League
KV Mechelen,2015/2016,1.028502725,Belgium Jupiler League
KV Mechelen,2012/2013,1.0247130616,Belgium Jupiler League
KV Mechelen,2008/2009,1.01383913481,Belgium Jupiler League
KV Mechelen,2010/2011,1.03559088901,Belgium Jupiler League
KV Mechelen,2014/2015,1.03645382084,Belgium Jupiler League
KV Mechelen,2009/2010,1.03004219139,Belgium Jupiler League
Tubize,2008/2009,0.95113335439,Belgium Jupiler League
Royal Excel Mouscron,2015/2016,0.986112258781,Belgium Jupiler League
Royal Excel Mouscron,2014/2015,1.0038230803,Belgium Jupiler League
Club Brugge KV,2011/2012,0.961771847902,Belgium Jupiler League
Club Brugge KV,2015/2016,0.940035103117,Belgium Jupiler League
Club Brugge KV,2012/2013,0.968878695928,Belgium Jupiler League
Club Brugge KV,2008/2009,0.972089066447,Belgium Jupiler League
Club Brugge KV,2010/2011,0.98328366407,Belgium Jupiler League
Club Brugge KV,2014/2015,0.926532527508,Belgium Jupiler League
Club Brugge KV,2009/2010,0.973988989809,Belgium Jupiler League
KAS Eupen,2010/2011,0.967411260863,Belgium Jupiler League
SV Zulte-Waregem,2011/2012,1.02401413983,Belgium Jupiler League
SV Zulte-Waregem,2015/2016,1.03323909666,Belgium Jupiler League
SV Zulte-Waregem,2012/2013,1.03272555223,Belgium Jupiler League
SV Zulte-Waregem,2008/2009,1.02216037326,Belgium Jupiler League
SV Zulte-Waregem,2010/2011,1.02986442029,Belgium Jupiler League
SV Zulte-Waregem,2014/2015,1.03477421565,Belgium Jupiler League
SV Zulte-Waregem,2009/2010,1.03065109559,Belgium Jupiler League
RSC Anderlecht,2011/2012,0.884611517147,Belgium Jupiler League
RSC Anderlecht,2015/2016,0.939361027555,Belgium Jupiler League
RSC Anderlecht,2012/2013,0.897210540847,Belgium Jupiler League
RSC Anderlecht,2008/2009,0.906144407687,Belgium Jupiler League
RSC Anderlecht,2010/2011,0.909300606471,Belgium Jupiler League
RSC Anderlecht,2014/2015,0.928518232399,Belgium Jupiler League
RSC Anderlecht,2009/2010,0.909342596648,Belgium Jupiler League
KVC Westerlo,2011/2012,0.991095727976,Belgium Jupiler League
KVC Westerlo,2015/2016,0.979825922496,Belgium Jupiler League
KVC Westerlo,2008/2009,1.03195851667,Belgium Jupiler League
KVC Westerlo,2010/2011,1.02956395683,Belgium Jupiler League
KVC Westerlo,2014/2015,1.00493888012,Belgium Jupiler League
KVC Westerlo,2009/2010,1.01725378785,Belgium Jupiler League
Oud-Heverlee Leuven,2011/2012,0.974940289119,Belgium Jupiler League
Oud-Heverlee Leuven,2015/2016,1.0172043197,Belgium Jupiler League
Oud-Heverlee Leuven,2012/2013,1.01016584538,Belgium Jupiler League
Waasland-Beveren,2014/2015,0.989015933583,Belgium Jupiler League
Waasland-Beveren,2015/2016,0.966422542097,Belgium Jupiler League
Waasland-Beveren,2012/2013,0.986367723812,Belgium Jupiler League
KV Kortrijk,2011/2012,1.02514321317,Belgium Jupiler League
KV Kortrijk,2015/2016,1.03830121985,Belgium Jupiler League
KV Kortrijk,2012/2013,1.02745945447,Belgium Jupiler League
KV Kortrijk,2008/2009,1.01235137494,Belgium Jupiler League
KV Kortrijk,2010/2011,1.0316610796,Belgium Jupiler League
KV Kortrijk,2014/2015,1.02739998692,Belgium Jupiler League
KV Kortrijk,2009/2010,1.02242372163,Belgium Jupiler League
KV Oostende,2015/2016,1.02604265137,Belgium Jupiler League
KV Oostende,2014/2015,1.02526253718,Belgium Jupiler League
AC Ajaccio,2011/2012,0.994182982513,France Ligue 1
AC Ajaccio,2013/2014,0.955739297502,France Ligue 1
AC Ajaccio,2012/2013,1.0230407058,France Ligue 1
ES Troyes AC,2015/2016,0.956690369509,France Ligue 1
ES Troyes AC,2012/2013,1.0098389286,France Ligue 1
FC Metz,2014/2015,1.01414116459,France Ligue 1
AJ Auxerre,2011/2012,1.04521407984,France Ligue 1
AJ Auxerre,2010/2011,1.04865860607,France Ligue 1
AJ Auxerre,2009/2010,1.03086285076,France Ligue 1
AJ Auxerre,2008/2009,1.04483580865,France Ligue 1
Montpellier Hérault SC,2011/2012,1.0187544987,France Ligue 1
Montpellier Hérault SC,2013/2014,1.03823171904,France Ligue 1
Montpellier Hérault SC,2015/2016,1.03812531235,France Ligue 1
Montpellier Hérault SC,2012/2013,1.02879319323,France Ligue 1
Montpellier Hérault SC,2010/2011,1.04777534811,France Ligue 1
Montpellier Hérault SC,2014/2015,1.04254252812,France Ligue 1
Montpellier Hérault SC,2009/2010,1.04164510644,France Ligue 1
US Boulogne Cote D'Opale,2009/2010,0.974740657753,France Ligue 1
SM Caen,2011/2012,1.03517574384,France Ligue 1
SM Caen,2010/2011,1.0319190371,France Ligue 1
SM Caen,2015/2016,1.04217307161,France Ligue 1
SM Caen,2014/2015,1.03591012564,France Ligue 1
SM Caen,2008/2009,1.04216720127,France Ligue 1
RC Lens,2010/2011,1.02896432433,France Ligue 1
RC Lens,2014/2015,1.00505590742,France Ligue 1
RC Lens,2009/2010,1.02833336115,France Ligue 1
Stade de Reims,2013/2014,1.02500095703,France Ligue 1
Stade de Reims,2014/2015,1.01320895948,France Ligue 1
Stade de Reims,2015/2016,1.03212574639,France Ligue 1
Stade de Reims,2012/2013,1.00821951346,France Ligue 1
Olympique de Marseille,2011/2012,1.01291279686,France Ligue 1
Olympique de Marseille,2013/2014,1.01814817677,France Ligue 1
Olympique de Marseille,2015/2016,1.01848786717,France Ligue 1
Olympique de Marseille,2012/2013,1.0082917504,France Ligue 1
Olympique de Marseille,2008/2009,0.999123460608,France Ligue 1
Olympique de Marseille,2010/2011,0.986880730603,France Ligue 1
Olympique de Marseille,2014/2015,0.981731802083,France Ligue 1
Olympique de Marseille,2009/2010,0.958139913005,France Ligue 1
Valenciennes FC,2011/2012,1.04355911339,France Ligue 1
Valenciennes FC,2013/2014,1.01210492817,France Ligue 1
Valenciennes FC,2012/2013,1.03057615752,France Ligue 1
Valenciennes FC,2008/2009,1.0245343341,France Ligue 1
Valenciennes FC,2010/2011,1.04221494501,France Ligue 1
Valenciennes FC,2009/2010,1.02603054723,France Ligue 1
FC Sochaux-Montbéliard,2011/2012,1.02332466484,France Ligue 1
FC Sochaux-Montbéliard,2013/2014,1.0041859083,France Ligue 1
FC Sochaux-Montbéliard,2012/2013,1.00757178113,France Ligue 1
FC Sochaux-Montbéliard,2008/2009,1.03489098527,France Ligue 1
FC Sochaux-Montbéliard,2010/2011,1.03881143847,France Ligue 1
FC Sochaux-Montbéliard,2009/2010,1.02958620983,France Ligue 1
En Avant de Guingamp,2013/2014,1.02697682384,France Ligue 1
En Avant de Guingamp,2015/2016,1.03225103106,France Ligue 1
En Avant de Guingamp,2014/2015,1.03028898601,France Ligue 1
Olympique Lyonnais,2011/2012,0.997417437771,France Ligue 1
Olympique Lyonnais,2013/2014,1.02058258743,France Ligue 1
Olympique Lyonnais,2015/2016,0.994041507085,France Ligue 1
Olympique Lyonnais,2012/2013,1.00636413831,France Ligue 1
Olympique Lyonnais,2008/2009,0.946516718299,France Ligue 1
Olympique Lyonnais,2010/2011,0.987466925488,France Ligue 1
Olympique Lyonnais,2014/2015,1.00377703574,France Ligue 1
Olympique Lyonnais,2009/2010,0.947106572305,France Ligue 1
Toulouse FC,2011/2012,1.04949870235,France Ligue 1
Toulouse FC,2013/2014,1.02884414097,France Ligue 1
Toulouse FC,2015/2016,1.0358493876,France Ligue 1
Toulouse FC,2012/2013,1.03963827274,France Ligue 1
Toulouse FC,2008/2009,1.04463820897,France Ligue 1
Toulouse FC,2010/2011,1.03832866136,France Ligue 1
Toulouse FC,2014/2015,1.04258287552,France Ligue 1
Toulouse FC,2009/2010,1.03614511472,France Ligue 1
Évian Thonon Gaillard FC,2011/2012,1.03297501713,France Ligue 1
Évian Thonon Gaillard FC,2013/2014,1.01112108486,France Ligue 1
Évian Thonon Gaillard FC,2012/2013,1.02707530086,France Ligue 1
Évian Thonon Gaillard FC,2014/2015,1.01312447436,France Ligue 1
AC Arles-Avignon,2010/2011,0.937351080654,France Ligue 1
Stade Brestois 29,2011/2012,1.03621692167,France Ligue 1
Stade Brestois 29,2010/2011,1.03940186841,France Ligue 1
Stade Brestois 29,2012/2013,1.00672537494,France Ligue 1
AS Nancy-Lorraine,2011/2012,1.03329645666,France Ligue 1
AS Nancy-Lorraine,2010/2011,1.03316442629,France Ligue 1
AS Nancy-Lorraine,2012/2013,1.02754296556,France Ligue 1
AS Nancy-Lorraine,2009/2010,1.0391949795,France Ligue 1
AS Nancy-Lorraine,2008/2009,1.03852046063,France Ligue 1
Girondins de Bordeaux,2011/2012,1.04240443185,France Ligue 1
Girondins de Bordeaux,2013/2014,1.0431042483,France Ligue 1
Girondins de Bordeaux,2015/2016,1.03725431838,France Ligue 1
Girondins de Bordeaux,2012/2013,1.03301069629,France Ligue 1
Girondins de Bordeaux,2008/2009,0.99563053831,France Ligue 1
Girondins de Bordeaux,2010/2011,1.03570692363,France Ligue 1
Girondins de Bordeaux,2014/2015,1.04206781592,France Ligue 1
Girondins de Bordeaux,2009/2010,0.970361417962,France Ligue 1
AS Monaco,2013/2014,0.941806976886,France Ligue 1
AS Monaco,2015/2016,1.01537730353,France Ligue 1
AS Monaco,2008/2009,1.03596252274,France Ligue 1
AS Monaco,2010/2011,1.04583727618,France Ligue 1
AS Monaco,2014/2015,0.99779487599,France Ligue 1
AS Monaco,2009/2010,1.03116393797,France Ligue 1
FC Nantes,2013/2014,1.03805721049,France Ligue 1
FC Nantes,2015/2016,1.04560402666,France Ligue 1
FC Nantes,2014/2015,1.0323549702,France Ligue 1
FC Nantes,2008/2009,1.03328110974,France Ligue 1
OGC Nice,2011/2012,1.03628900347,France Ligue 1
OGC Nice,2013/2014,1.01945023862,France Ligue 1
OGC Nice,2015/2016,1.04419513995,France Ligue 1
OGC Nice,2012/2013,1.0430002728,France Ligue 1
OGC Nice,2008/2009,1.04894146225,France Ligue 1
OGC Nice,2010/2011,1.02998871498,France Ligue 1
OGC Nice,2014/2015,1.03668876461,France Ligue 1
OGC Nice,2009/2010,1.02855570411,France Ligue 1
Le Mans FC,2009/2010,1.01126486501,France Ligue 1
Le Mans FC,2008/2009,1.04055495795,France Ligue 1
Dijon FCO,2011/2012,1.0150105475,France Ligue 1
Le Havre AC,2008/2009,1.00059287536,France Ligue 1
FC Lorient,2011/2012,1.03782427539,France Ligue 1
FC Lorient,2013/2014,1.0235900741,France Ligue 1
FC Lorient,2015/2016,1.03298775231,France Ligue 1
FC Lorient,2012/2013,1.03636746503,France Ligue 1
FC Lorient,2008/2009,1.04070982553,France Ligue 1
FC Lorient,2010/2011,1.05056221638,France Ligue 1
FC Lorient,2014/2015,1.02538491878,France Ligue 1
FC Lorient,2009/2010,1.03608258526,France Ligue 1
SC Bastia,2013/2014,1.01621448347,France Ligue 1
SC Bastia,2014/2015,1.01755781153,France Ligue 1
SC Bastia,2015/2016,1.01564609306,France Ligue 1
SC Bastia,2012/2013,1.02599892043,France Ligue 1
LOSC Lille,2011/2012,0.984011001287,France Ligue 1
LOSC Lille,2013/2014,1.00792295541,France Ligue 1
LOSC Lille,2015/2016,1.02983151224,France Ligue 1
LOSC Lille,2012/2013,1.00055328143,France Ligue 1
LOSC Lille,2008/2009,1.02789802699,France Ligue 1
LOSC Lille,2010/2011,0.992291297061,France Ligue 1
LOSC Lille,2014/2015,1.03482673556,France Ligue 1
LOSC Lille,2009/2010,0.998712433614,France Ligue 1
Paris Saint-Germain,2011/2012,0.976040034623,France Ligue 1
Paris Saint-Germain,2013/2014,0.810100222499,France Ligue 1
Paris Saint-Germain,2015/2016,0.788117793641,France Ligue 1
Paris Saint-Germain,2012/2013,0.888719642825,France Ligue 1
Paris Saint-Germain,2008/2009,1.02046599275,France Ligue 1
Paris Saint-Germain,2010/2011,1.01981768061,France Ligue 1
Paris Saint-Germain,2014/2015,0.818040499057,France Ligue 1
Paris Saint-Germain,2009/2010,1.03597438143,France Ligue 1
GFC Ajaccio,2015/2016,1.008406636,France Ligue 1
Angers SCO,2015/2016,1.03112431448,France Ligue 1
Stade Rennais FC,2011/2012,1.04063136864,France Ligue 1
Stade Rennais FC,2013/2014,1.04053973016,France Ligue 1
Stade Rennais FC,2015/2016,1.05307064011,France Ligue 1
Stade Rennais FC,2012/2013,1.04946374432,France Ligue 1
Stade Rennais FC,2008/2009,1.03901129002,France Ligue 1
Stade Rennais FC,2010/2011,1.04676303641,France Ligue 1
Stade Rennais FC,2014/2015,1.0426018197,France Ligue 1
Stade Rennais FC,2009/2010,1.03259561409,France Ligue 1
AS Saint-Étienne,2011/2012,1.04356848238,France Ligue 1
AS Saint-Étienne,2013/2014,1.00705689671,France Ligue 1
AS Saint-Étienne,2015/2016,1.02815621862,France Ligue 1
AS Saint-Étienne,2012/2013,1.02153288436,France Ligue 1
AS Saint-Étienne,2008/2009,1.04289317717,France Ligue 1
AS Saint-Étienne,2010/2011,1.04257197038,France Ligue 1
AS Saint-Étienne,2014/2015,1.0202162388,France Ligue 1
AS Saint-Étienne,2009/2010,1.03103665042,France Ligue 1
Grenoble Foot 38,2009/2010,0.986417266214,France Ligue 1
Grenoble Foot 38,2008/2009,1.02965687839,France Ligue 1
Leicester City,2015/2016,1.04306234269,England Premier League
Leicester City,2014/2015,0.995124279919,England Premier League
Reading,2012/2013,0.962696717054,England Premier League
Chelsea,2011/2012,0.911683704813,England Premier League
Chelsea,2013/2014,0.870270132204,England Premier League
Chelsea,2015/2016,0.982173717391,England Premier League
Chelsea,2012/2013,0.942924298046,England Premier League
Chelsea,2008/2009,0.871528572305,England Premier League
Chelsea,2010/2011,0.847868011277,England Premier League
Chelsea,2014/2015,0.85921279805,England Premier League
Chelsea,2009/2010,0.813757788009,England Premier League
Manchester City,2011/2012,0.862793158526,England Premier League
Manchester City,2013/2014,0.836004574551,England Premier League
Manchester City,2015/2016,0.911504991495,England Premier League
Manchester City,2012/2013,0.887541029223,England Premier League
Manchester City,2008/2009,1.02852627842,England Premier League
Manchester City,2010/2011,0.973025375867,England Premier League
Manchester City,2014/2015,0.877495141493,England Premier League
Manchester City,2009/2010,0.967564726521,England Premier League
Liverpool,2011/2012,0.970277296892,England Premier League
Liverpool,2013/2014,0.885633543907,England Premier League
Liverpool,2015/2016,1.00105707087,England Premier League
Liverpool,2012/2013,0.972953323165,England Premier League
Liverpool,2008/2009,0.909147782504,England Premier League
Liverpool,2010/2011,0.996641775933,England Premier League
Liverpool,2014/2015,0.976624997125,England Premier League
Liverpool,2009/2010,0.927761615565,England Premier League
Aston Villa,2011/2012,1.00886223887,England Premier League
Aston Villa,2013/2014,0.994187581073,England Premier League
Aston Villa,2015/2016,0.963359235735,England Premier League
Aston Villa,2012/2013,0.99179870867,England Premier League
Aston Villa,2008/2009,1.01318308021,England Premier League
Aston Villa,2010/2011,1.02468246644,England Premier League
Aston Villa,2014/2015,0.988008918591,England Premier League
Aston Villa,2009/2010,1.0009533136,England Premier League
West Ham United,2013/2014,0.986977398841,England Premier League
West Ham United,2015/2016,1.01144477543,England Premier League
West Ham United,2012/2013,1.01469217614,England Premier League
West Ham United,2008/2009,1.01412298817,England Premier League
West Ham United,2010/2011,0.99405062436,England Premier League
West Ham United,2014/2015,1.0128109209,England Premier League
West Ham United,2009/2010,0.987516742592,England Premier League
Blackburn Rovers,2011/2012,0.983009830168,England Premier League
Blackburn Rovers,2010/2011,1.00301527649,England Premier League
Blackburn Rovers,2009/2010,0.998161262811,England Premier League
Blackburn Rovers,2008/2009,1.01842503301,England Premier League
Wigan Athletic,2011/2012,0.957364363201,England Premier League
Wigan Athletic,2010/2011,0.979164112374,England Premier League
Wigan Athletic,2012/2013,1.00493923864,England Premier League
Wigan Athletic,2009/2010,0.97851254955,England Premier League
Wigan Athletic,2008/2009,1.00709155817,England Premier League
Cardiff City,2013/2014,0.960863064505,England Premier League
Birmingham City,2010/2011,1.00842280014,England Premier League
Birmingham City,2009/2010,0.993657392541,England Premier League
West Bromwich Albion,2011/2012,1.00721722199,England Premier League
West Bromwich Albion,2013/2014,0.990835167017,England Premier League
West Bromwich Albion,2015/2016,0.996361835592,England Premier League
West Bromwich Albion,2012/2013,1.01735784402,England Premier League
West Bromwich Albion,2008/2009,0.970541432283,England Premier League
West Bromwich Albion,2010/2011,1.00328696403,England Premier League
West Bromwich Albion,2014/2015,1.01356237651,England Premier League
Manchester United,2011/2012,0.850821897062,England Premier League
Manchester United,2013/2014,0.933058520095,England Premier League
Manchester United,2015/2016,0.987632364433,England Premier League
Manchester United,2012/2013,0.883617160471,England Premier League
Manchester United,2008/2009,0.843126019967,England Premier League
Manchester United,2010/2011,0.897891470872,England Premier League
Manchester United,2014/2015,0.947178043257,England Premier League
Manchester United,2009/2010,0.83716498511,England Premier League
Portsmouth,2009/2010,0.945158551138,England Premier League
Portsmouth,2008/2009,1.02387739217,England Premier League
Fulham,2011/2012,1.00945146679,England Premier League
Fulham,2013/2014,0.966623974166,England Premier League
Fulham,2012/2013,1.01150689267,England Premier League
Fulham,2008/2009,1.01251115411,England Premier League
Fulham,2010/2011,1.01575810876,England Premier League
Fulham,2009/2010,1.00122029948,England Premier League
Sunderland,2011/2012,1.01033432285,England Premier League
Sunderland,2013/2014,0.973281133663,England Premier League
Sunderland,2015/2016,0.98141662695,England Premier League
Sunderland,2012/2013,1.00402613167,England Premier League
Sunderland,2008/2009,1.01087250639,England Premier League
Sunderland,2010/2011,1.0219576994,England Premier League
Sunderland,2014/2015,1.00172007666,England Premier League
Sunderland,2009/2010,0.99438422605,England Premier League
Watford,2015/2016,1.01611943618,England Premier League
Wolverhampton Wanderers,2011/2012,0.951675585539,England Premier League
Wolverhampton Wanderers,2010/2011,0.989081068864,England Premier League
Wolverhampton Wanderers,2009/2010,0.96345403377,England Premier League
Hull City,2013/2014,0.981086828541,England Premier League
Hull City,2014/2015,0.99644346401,England Premier League
Hull City,2009/2010,0.954043741267,England Premier League
Hull City,2008/2009,0.992200225741,England Premier League
Everton,2011/2012,1.00786798577,England Premier League
Everton,2013/2014,0.984590483741,England Premier League
Everton,2015/2016,1.0265752375,England Premier League
Everton,2012/2013,0.993409517517,England Premier League
Everton,2008/2009,1.01916506442,England Premier League
Everton,2010/2011,1.01353566432,England Premier League
Everton,2014/2015,1.01777255035,England Premier League
Everton,2009/2010,0.995614188733,England Premier League
Arsenal,2011/2012,0.938688143201,England Premier League
Arsenal,2013/2014,0.925925412898,England Premier League
Arsenal,2015/2016,0.929740177168,England Premier League
Arsenal,2012/2013,0.949647314508,England Premier League
Arsenal,2008/2009,0.928749848852,England Premier League
Arsenal,2010/2011,0.901373208866,England Premier League
Arsenal,2014/2015,0.934486896061,England Premier League
Arsenal,2009/2010,0.880299102346,England Premier League
Crystal Palace,2013/2014,0.942334408906,England Premier League
Crystal Palace,2015/2016,1.01980320559,England Premier League
Crystal Palace,2014/2015,0.998802961915,England Premier League
Blackpool,2010/2011,0.960324648159,England Premier League
Middlesbrough,2008/2009,1.01603517475,England Premier League
Bournemouth,2015/2016,1.02785107949,England Premier League
Southampton,2013/2014,1.01013178689,England Premier League
Southampton,2014/2015,1.00491395007,England Premier League
Southampton,2015/2016,1.02518527411,England Premier League
Southampton,2012/2013,0.990498117114,England Premier League
Stoke City,2011/2012,1.00589303082,England Premier League
Stoke City,2013/2014,0.990646249835,England Premier League
Stoke City,2015/2016,1.02993840107,England Premier League
Stoke City,2012/2013,1.01265664777,England Premier League
Stoke City,2008/2009,0.964859945093,England Premier League
Stoke City,2010/2011,1.01040934843,England Premier League
Stoke City,2014/2015,1.01692312584,England Premier League
Stoke City,2009/2010,0.98990776271,England Premier League
Bolton Wanderers,2011/2012,0.986897847584,England Premier League
Bolton Wanderers,2010/2011,1.01288596837,England Premier League
Bolton Wanderers,2009/2010,0.983692652825,England Premier League
Bolton Wanderers,2008/2009,1.00993606345,England Premier League
Swansea City,2011/2012,0.993528080339,England Premier League
Swansea City,2013/2014,1.01039468829,England Premier League
Swansea City,2015/2016,1.00699381122,England Premier League
Swansea City,2012/2013,1.01349163693,England Premier League
Swansea City,2014/2015,1.01108551935,England Premier League
Norwich City,2011/2012,0.977657847014,England Premier League
Norwich City,2013/2014,0.975580616296,England Premier League
Norwich City,2015/2016,1.01170214778,England Premier League
Norwich City,2012/2013,0.986614933328,England Premier League
Burnley,2014/2015,0.972223792406,England Premier League
Burnley,2009/2010,0.946428757534,England Premier League
Queens Park Rangers,2011/2012,0.977438655682,England Premier League
Queens Park Rangers,2014/2015,0.961670425302,England Premier League
Queens Park Rangers,2012/2013,0.981116617389,England Premier League
Tottenham Hotspur,2011/2012,0.963970772825,England Premier League
Tottenham Hotspur,2013/2014,0.986649478167,England Premier League
Tottenham Hotspur,2015/2016,0.991345532143,England Premier League
Tottenham Hotspur,2012/2013,0.991626021068,England Premier League
Tottenham Hotspur,2008/2009,1.02244727539,England Premier League
Tottenham Hotspur,2010/2011,1.00149714014,England Premier League
Tottenham Hotspur,2014/2015,1.01210838062,England Premier League
Tottenham Hotspur,2009/2010,0.970662775199,England Premier League
Newcastle United,2011/2012,1.01643431801,England Premier League
Newcastle United,2013/2014,1.00437713361,England Premier League
Newcastle United,2015/2016,0.993103877044,England Premier League
Newcastle United,2012/2013,1.01632055148,England Premier League
Newcastle United,2008/2009,1.01477243326,England Premier League
Newcastle United,2010/2011,1.01028459439,England Premier League
Newcastle United,2014/2015,1.00786102851,England Premier League
PSV,2011/2012,0.838294640713,Netherlands Eredivisie
PSV,2013/2014,0.890999947579,Netherlands Eredivisie
PSV,2015/2016,0.830711002687,Netherlands Eredivisie
PSV,2012/2013,0.806867030281,Netherlands Eredivisie
PSV,2008/2009,0.912461545885,Netherlands Eredivisie
PSV,2010/2011,0.836318080184,Netherlands Eredivisie
PSV,2014/2015,0.853544573247,Netherlands Eredivisie
PSV,2009/2010,0.850282925727,Netherlands Eredivisie
