pc1,pc2,name,rating
-5.95981292243,8.60846418793,Lionel Messi,94
-7.71249766657,5.14135892869,Cristiano Ronaldo,93
-7.68723854581,5.37967683579,Luis Suarez,90
6.0959805976,4.98220820998,Manuel Neuer,90
-5.95247534235,8.61593098559,Neymar,90
-5.95043838214,8.58696202291,Arjen Robben,89
-7.47821433464,5.57151418407,Zlatan Ibrahimovic,89
2.66196319052,6.9504050752,Andres Iniesta,88
-5.95336305926,8.57445721256,Eden Hazard,88
-5.99653699246,8.49978635393,Mesut Oezil,88
-7.58829940544,5.14819266158,Robert Lewandowski,88
-7.66623826593,4.94173930467,Sergio Aguero,88
8.35307917165,0.539367165251,Thiago Silva,88
6.05059998361,5.02715916489,David De Gea,87
3.15039575928,6.54777244747,Gareth Bale,87
-5.79873873528,8.57268419019,James Rodriguez,87
8.40694397747,-0.0963053182237,Jerome Boateng,87
2.84475641505,6.78204516604,Luka Modric,87
2.98860147389,6.82276390971,Philipp Lahm,87
8.30347784889,0.586604619781,Sergio Ramos,87
2.63080137982,6.68875887506,Toni Kroos,87
-7.66934644982,4.73139418509,Alexis Sanchez,86
2.53834571917,7.02530996992,Angel Di Maria,86
2.69483760624,6.78564330847,Cesc Fabregas,86
-6.04423918706,8.37902499936,David Silva,86
2.12792532917,-7.54381089692,Diego Godin,86
-5.98050584826,8.52207660494,Franck Ribery,86
1.99975362341,-7.62387213968,Giorgio Chiellini,86
-7.09958690981,5.37913668765,Gonzalo Higuain,86
-7.20418395076,5.31542803737,Karim Benzema,86
-5.78536240724,8.54859634329,Kevin de Bruyne,86
-5.92081750457,8.57829214997,Marco Reus,86
8.36913857913,0.325227593149,Mats Hummels,86
3.74216019234,5.93721615558,Paul Pogba,86
5.97846575641,5.39565370324,Petr Cech,86
7.93883273947,1.24657873789,Sergio Busquets,86
5.9836246504,5.12334294019,Thibaut Courtois,86
-7.68633130944,4.86812195114,Thomas Mueller,86
2.65021058108,6.94510253995,Xavi Hernandez,86
1.94759282782,-7.59453254285,Andrea Barzagli,85
3.64429757099,6.02646395708,Arturo Vidal,85
3.64724986753,5.7923385719,Bastian Schweinsteiger,85
-7.75246819571,4.84427413755,Carlos Tevez,85
3.63236895607,6.02404724702,David Alaba,85
-6.23785225457,6.92444828484,Diego Costa,85
-7.28424048592,5.63096151063,Edinson Cavani,85
8.36673853614,0.234897000148,Gerard Pique,85
2.67601005179,6.87148139661,Henrik Mkhitaryan,85
5.92518074564,5.13258754509,Hugo Lloris,85
2.61451191514,6.64603820453,Ivan Rakitic,85
2.02869160232,-7.55121801133,Miranda,85
2.70861856348,6.84303452328,Santi Cazorla,85
8.37833797993,0.0016157649006,Vincent Kompany,85
-7.62888539169,5.15906788036,Wayne Rooney,85
4.00865746596,5.62558520901,Yaya Toure,85
-7.63842186292,4.55850833951,Antoine Griezmann,84
6.7261941773,1.50856158528,Blaise Matuidi,84
3.45399725301,6.13530191595,Claudio Marchisio,84
6.57184083138,2.16552892162,Daniel Alves,84
5.91142019254,5.20035506858,Gianluigi Buffon,84
-7.50871247638,5.2026095795,Hulk,84
2.77740388975,6.7226396567,Ilkay Guendogan,84
-7.60068701054,2.98967263073,Isco,84
8.20410314906,0.570252026526,Javier Martinez,84
2.60687054393,6.75215621761,Javier Pastore,84
5.63014508386,5.45846043773,Joe Hart,84
-5.0928604187,-5.90529940171,John Terry,84
6.5946601457,1.55394167944,Jordi Alba,84
2.03116472352,-7.57042614763,Laurent Koscielny,84
2.94730980952,6.71324074123,Marco Verratti,84
-7.78554076437,3.27389250035,Mario Goetze,84
2.74275839054,6.715294505,Miralem Pjanic,84
8.19131868154,-0.410533716492,Naldo,84
2.11451897865,-7.56083513278,Nicolas Otamendi,84
1.99284494346,-7.52480550752,Pepe,84
-7.52589770148,2.35647941472,Philippe Coutinho,84
-7.45562570111,4.76098052157,Pierre-Emerick Aubameyang,84
5.98282618209,5.17659390395,Samir Handanovic,84
2.19423671327,5.27919020561,Xabi Alonso,84
-7.58479593281,4.75236439783,Alexandre Lacazette,83
2.90467048934,6.57910389847,Arda Turan,83
1.9969104475,-7.57285950222,Aymeric Laporte,83
2.09384009269,-7.48677222974,Benedikt Hoewedes,83
5.98910751091,5.12214089141,Bernd Leno,83
1.86017366113,-7.64180217764,Chris Smalling,83
-7.56389016369,2.5858735801,Christian Eriksen,83
6.02506272557,5.02449771428,Claudio Bravo,83
-7.07222851288,5.23798311346,Daniel Sturridge,83
8.29373259201,0.58208185282,David Luiz,83
-6.52811956743,3.18218193185,Dimitri Payet,83
-7.60282687232,2.75725492858,Douglas Costa,83
8.20048905619,-0.118207018726,Ezequiel Garay,83
-6.46297951547,6.4854264035,Jackson Martinez,83
7.30718976351,0.604730616321,Javier Mascherano,83
3.10104106036,6.37827575459,Joao Moutinho,83
-7.24771293683,4.54728191176,Jonas,83
-7.86647001368,3.04475548621,Juan Mata,83
2.72434379511,6.62725707999,Koke,83
-5.45857685355,-8.08615686341,Konstantinos Manolas,83
8.34296919395,0.0717568832684,Leonardo Bonucci,83
7.96448355779,0.330529851439,Luiz Gustavo,83
6.5619650129,1.86224530472,Marcelo,83
1.71624985097,-7.6451976108,Mehdi Benatia,83
7.98932982758,1.81777315113,Nemanja Matic,83
-7.66275242877,2.89201876576,Nicolas Gaitan,83
-7.57195347019,2.94224963105,Pedro Rodriguez,83
-5.40907776489,-2.75797415839,Per Mertesacker,83
3.83105054039,5.60782596849,Radja Nainggolan,83
5.95921832729,5.44390848752,Ralf Faehrmann,83
2.0349066103,-7.51943450908,Sokratis Papastathopoulos,83
5.87671668445,5.23979465553,Stephane Ruffier,83
5.89052902771,5.30595889098,Steve Mandanda,83
2.72613523261,6.79612494084,Thiago Alcantara,83
-7.52074893175,2.31014790325,Willian,83
3.13316712411,6.2138523598,Aaron Ramsey,82
6.54026420866,1.56366159883,Alex Sandro,82
5.97330951228,5.04676043638,Anthony Lopes,82
-6.12456443325,6.97293935087,Aritz Aduriz,82
5.95064612522,5.5974496543,Asmir Begovic,82
2.79313376408,6.62515089857,Borja Valero,82
-6.72954571017,5.43654506433,Carlos Bacca,82
6.6739191507,1.31764292103,Cesar Azpilicueta,82
6.02756282659,-0.263506980486,Daniel Carvajal,82
2.5826232272,6.3937189814,Daniel Parejo,82
8.23537781846,0.683766296816,Daniele De Rossi,82
-6.71471006462,6.25778816712,Demba Ba,82
5.97940545382,5.04396445219,Diego Alves,82
5.96751836558,5.04272481624,Fernando Muslera,82
6.46926297517,1.82341449552,Filipe Luis,82
2.0104520489,-7.54571689226,Gary Cahill,82
7.55536825196,2.75195814362,Granit Xhaka,82
8.22612911854,0.293105437805,Grzegorz Krychowiak,82
-6.63548722932,6.38694300433,Harry Kane,82
-7.24306298413,4.34114710863,Hatem Ben Arfa,82
5.95161788144,5.07915325122,Iker Casillas,82
5.98123929441,5.09284829745,Jan Oblak,82
8.20646150857,0.513288240933,Jan Vertonghen,82
-6.83473892626,5.25949979766,Javier Hernandez,82
8.34844964711,0.288337369706,Jeremy Mathieu,82
7.66639319089,0.644963355703,Jeremy Toulalan,82
-7.52292935075,4.05066735055,Julian Draxler,82
5.97413883801,5.09487599875,Julio Cesar,82
-5.78026254838,-7.74934479854,Kamil Glik,82
-7.532649056,3.0014756344,Karim Bellarabi,82
5.97985160781,5.22221032932,Kevin Trapp,82
5.91282931204,5.11903477605,Keylor Navas,82
7.667742355,0.77229231045,Lars Bender,82
6.58125994094,0.47162456151,Lassana Diarra,82
3.63768714538,5.90424073458,Leighton Baines,82
8.10277434448,0.4615289159,Loic Perrin,82
-7.57997920967,2.22889098584,Lorenzo Insigne,82
6.02248929854,5.12038055973,Marc-Andre ter Stegen,82
2.7915466986,6.40007398301,Marek Hamsik,82
-6.12361376687,6.90674043703,Mario Mandzukic,82
7.64520228835,1.06582839397,Morgan Schneiderlin,82
-7.37979337699,2.90721870398,Nani,82
-7.40177154506,3.20410458776,Nolito,82
-6.16771820872,6.90873840074,Olivier Giroud,82
-7.54510005339,2.41747146219,Oscar,82
7.22602971593,0.922823140224,Pablo Zabaleta,82
-6.94731169066,5.60413030011,Radamel Falcao,82
2.051757333,-7.54777333715,Raphael Varane,82
3.70027826511,5.89272728701,Ricardo Rodriguez,82
-7.5045067325,4.44833810134,Roberto Firmino,82
-6.26036296288,6.79108282547,Romelu Lukaku,82
5.83409012232,5.36777029408,Salvatore Sirigu,82
-7.40063058837,2.43843323662,Samir Nasri,82
-7.75968575885,2.45377474108,Sebastian Giovinco,82
-7.75834159745,2.45658400573,Sebastian Meoli,82
-7.69495121742,2.26882848176,Shinji Kagawa,82
2.17241784053,-7.45401228397,Shkodran Mustafi,82
6.5335687433,1.64545278795,Stephan Lichtsteiner,82
7.94393795807,0.14600929277,Sven Bender,82
7.63565307038,2.3102338953,Thiago Motta,82
8.22245921194,0.204549704464,Toby Alderweireld,82
-4.89692345804,2.53698625672,Wesley Sneijder,82
-7.66430132954,2.7350250551,Yacine Brahimi,82
5.93735819369,5.14882356648,Yann Sommer,82
-7.48018683066,2.7634992494,Yevheniy Konoplyanka,82
-6.12612012343,6.86779394521,Alvaro Negredo,81
2.92082403682,6.3770011217,Ander Herrera,81
7.87115426531,1.88762586242,Ander Iturraspe,81
-6.1593404205,6.85637865667,Andre-Pierre Gignac,81
1.55536520858,5.031720722,Andrea Pirlo,81
2.97059144589,6.42763663112,Andres Guardado,81
-6.40682896907,3.25351647642,Antonio Candreva,81
1.79154344863,-7.46501275268,Ashley Williams,81
4.90340070247,4.47891592196,Axel Witsel,81
2.22053626691,-7.39664830767,Aymen Abdennour,81
5.90116435353,5.65733629754,Benoit Costil,81
6.44949014705,1.88868303724,Benoit Tremoulinas,81
7.67192903658,2.28209756696,Bruno Soriano,81
-7.30593221075,3.70685314218,Carlos Vela,81
6.05305681166,5.11318322126,Danijel Subasic,81
-7.08073846648,4.5475928355,David Villa,81
-6.20862441125,6.87270031911,Didier Drogba,81
-7.59842744703,3.5826907142,Domenico Berardi,81
-7.66473053486,2.33637708312,Dries Mertens,81
2.77401689553,6.19253576042,Ever Banega,81
3.14102992021,5.818299341,Gabi,81
7.11514315102,0.304221666599,Gary Medel,81
3.15794570722,6.23884238282,Gonzalo Castro,81
2.02639065691,-7.45794502126,Gonzalo Rodriguez,81
-7.27949809019,4.69993451913,Ivan Perisic,81
2.90214195415,6.43215075839,Jack Wilshere,81
5.94361312446,5.17022295025,Jasper Cillessen,81
-7.2609003787,3.27842550228,Jeremy Menez,81
7.25695625891,-6.0292806559,Joel Matip,81
-5.08708108486,-7.75739833534,Jose Fonte,81
1.44267349196,-7.76433476823,Jose Gimenez,81
-7.43617631836,3.07790455979,Jose Maria Callejon,81
-7.54477840543,2.91613389404,Juan Cuadrado,81
6.4650464755,1.7351336926,Juanfran,81
-6.27299990556,3.83269842395,Kaka,81
-5.71506237432,7.06688921107,Klaas Jan Huntelaar,81
3.64244420784,5.42747061599,Lucas Biglia,81
-7.5579771486,2.748838659,Lucas Moura,81
1.44053211231,-6.89705261226,Mamadou Sakho,81
-5.60206790916,7.07943363418,Mario Gomez,81
1.89990174036,-7.28208057562,Marquinhos,81
-5.14283381261,-7.79597107098,Martin Skrtel,81
2.1554876834,-7.48246292851,Mateo Pablo Musacchio,81
6.24061094813,0.509368033775,Matteo Darmian,81
5.90553015745,5.23470833149,Mattia Perin,81
-7.09192841914,4.14470651827,Max Kruse,81
